Surname,Name,Sex,Age,Pclass,Embarked
Kraeff,Mr. Theodor,Male,,Third Class,C
Kvillner,Mr. Johan Henrik Johannesson,Male,31.0,Second Class,S
Lahoud,Mr. Sarkis,Male,,Third Class,C
Lahtinen,Mrs. William (Anna Sylfven),Female,26.0,Second Class,S
Laitinen,Miss. Kristina Sofia,Female,37.0,Third Class,S
Laleff,Mr. Kristo,Male,,Third Class,S
Lam,Mr. Ali,Male,,Third Class,S
Lam,Mr. Len,Male,,Third Class,S
Landergren,Miss. Aurora Adelia,Female,22.0,Third Class,S
Lang,Mr. Fang,Male,26.0,Third Class,S
Laroche,Miss. Simonne Marie Anne Andree,Female,3.0,Second Class,C
Laroche,Mr. Joseph Philippe Lemercier,Male,25.0,Second Class,C
Laroche,Mrs. Joseph (Juliette Marie Louise Lafargue),Female,22.0,Second Class,C
Larsson,Mr. August Viktor,Male,29.0,Third Class,S
Larsson,Mr. Bengt Edvin,Male,29.0,Third Class,S
LeRoy,Miss. Bertha,Female,30.0,First Class,C
Leader,Dr. Alice (Farnham),Female,49.0,First Class,S
Leeni,"Mr. Fahim (""Philip Zenni"")",Male,22.0,Third Class,C
Lefebre,Master. Henry Forbes,Male,,Third Class,S
Lefebre,Miss. Ida,Female,,Third Class,S
Lefebre,Miss. Jeannie,Female,,Third Class,S
Lefebre,Miss. Mathilde,Female,,Third Class,S
Lehmann,Miss. Bertha,Female,17.0,Second Class,C
Leinonen,Mr. Antti Gustaf,Male,32.0,Third Class,S
Leitch,Miss. Jessie Wills,Female,,Second Class,S
Lemberopolous,Mr. Peter L,Male,34.5,Third Class,C
Lemore,Mrs. (Amelia Milley),Female,34.0,Second Class,S
Lennon,Mr. Denis,Male,,Third Class,Q
Leonard,Mr. Lionel,Male,36.0,Third Class,S
Lester,Mr. James,Male,39.0,Third Class,S
Lesurer,Mr. Gustave J,Male,35.0,First Class,C
Levy,Mr. Rene Jacques,Male,36.0,Second Class,C
Lewy,Mr. Ervin G,Male,,First Class,C
Leyson,Mr. Robert William Norman,Male,24.0,Second Class,S
Lievens,Mr. Rene Aime,Male,24.0,Third Class,S
Lindahl,Miss. Agda Thorilda Viktoria,Female,25.0,Third Class,S
Lindblom,Miss. Augusta Charlotta,Female,45.0,Third Class,S
Lindell,Mr. Edvard Bengtsson,Male,36.0,Third Class,S
Lindqvist,Mr. Eino William,Male,20.0,Third Class,S
Lines,Miss. Mary Conover,Female,16.0,First Class,S
Ling,Mr. Lee,Male,28.0,Third Class,S
Lobb,Mr. William Arthur,Male,30.0,Third Class,S
Lobb,Mrs. William Arthur (Cordelia K Stanlick),Female,26.0,Third Class,S
Long,Mr. Milton Clyde,Male,29.0,First Class,S
Longley,Miss. Gretchen Fiske,Female,21.0,First Class,S
Louch,Mrs. Charles Alexander (Alice Adelaide Slow),Female,42.0,Second Class,S
Lovell,"Mr. John Hall (""Henry"")",Male,20.5,Third Class,S
Lulic,Mr. Nikola,Male,27.0,Third Class,S
Lundahl,Mr. Johan Svensson,Male,51.0,Third Class,S
Lurette,Miss. Elise,Female,58.0,First Class,C
Mack,Mrs. (Mary),Female,57.0,Second Class,S
Madigan,"Miss. Margaret ""Maggie""",Female,,Third Class,Q
Madill,Miss. Georgette Alexandra,Female,15.0,First Class,S
Madsen,Mr. Fridtjof Arne,Male,24.0,Third Class,S
Maenpaa,Mr. Matti Alexanteri,Male,22.0,Third Class,S
Maioni,Miss. Roberta,Female,16.0,First Class,S
Maisner,Mr. Simon,Male,,Third Class,S
Mallet,Master. Andre,Male,1.0,Second Class,C
Mallet,Mr. Albert,Male,31.0,Second Class,C
Mamee,Mr. Hanna,Male,,Third Class,C
Mangan,Miss. Mary,Female,30.5,Third Class,Q
Mannion,Miss. Margareth,Female,,Third Class,Q
Marechal,Mr. Pierre,Male,,First Class,C
Markoff,Mr. Marin,Male,35.0,Third Class,C
Markun,Mr. Johann,Male,33.0,Third Class,S
Marvin,Mr. Daniel Warner,Male,19.0,First Class,S
Masselmani,Mrs. Fatima,Female,,Third Class,C
Matthews,Mr. William John,Male,30.0,Second Class,S
Mayne,"Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,24.0,First Class,C
McCarthy,Mr. Timothy J,Male,54.0,First Class,S
McCormack,Mr. Thomas Joseph,Male,,Third Class,Q
McCoy,Miss. Agnes,Female,,Third Class,Q
McCoy,Mr. Bernard,Male,,Third Class,Q
McDermott,Miss. Brigdet Delia,Female,,Third Class,Q
McEvoy,Mr. Michael,Male,,Third Class,Q
McGough,Mr. James Robert,Male,36.0,First Class,S
McGovern,Miss. Mary,Female,,Third Class,Q
McGowan,"Miss. Anna ""Annie""",Female,15.0,Third Class,Q
McKane,Mr. Peter David,Male,46.0,Second Class,S
McMahon,Mr. Martin,Male,,Third Class,Q
McNamee,Mr. Neal,Male,24.0,Third Class,S
Meanwell,Miss. (Marion Ogden),Female,,Third Class,S
Meek,Mrs. Thomas (Annie Louise Rowley),Female,,Third Class,S
Mellinger,Miss. Madeleine Violet,Female,13.0,Second Class,S
Mellinger,Mrs. (Elizabeth Anne Maidment),Female,41.0,Second Class,S
Mellors,Mr. William John,Male,19.0,Second Class,S
Meo,Mr. Alfonzo,Male,55.5,Third Class,S
Mernagh,Mr. Robert,Male,,Third Class,Q
Meyer,Mr. August,Male,39.0,Second Class,S
Meyer,Mr. Edgar Joseph,Male,28.0,First Class,C
Meyer,Mrs. Edgar Joseph (Leila Saks),Female,,First Class,C
Millet,Mr. Francis Davis,Male,65.0,First Class,S
Milling,Mr. Jacob Christian,Male,48.0,Second Class,S
Minahan,Dr. William Edward,Male,44.0,First Class,Q
Minahan,Miss. Daisy E,Female,33.0,First Class,Q
Mineff,Mr. Ivan,Male,24.0,Third Class,S
Mionoff,Mr. Stoytcho,Male,28.0,Third Class,S
Mitchell,Mr. Henry Michael,Male,70.0,Second Class,S
Mitkoff,Mr. Mito,Male,,Third Class,S
Mockler,"Miss. Helen Mary ""Ellie""",Female,,Third Class,Q
Moen,Mr. Sigurd Hansen,Male,25.0,Third Class,S
Molson,Mr. Harry Markland,Male,55.0,First Class,S
Montvila,Rev. Juozas,Male,27.0,Second Class,S
Moor,Master. Meier,Male,6.0,Third Class,S
Moor,Mrs. (Beila),Female,27.0,Third Class,S
Moore,Mr. Leonard Charles,Male,,Third Class,S
Moran,Miss. Bertha,Female,,Third Class,Q
Moran,Mr. Daniel J,Male,,Third Class,Q
Moran,Mr. James,Male,,Third Class,Q
Moraweck,Dr. Ernest,Male,54.0,Second Class,S
Morley,"Mr. Henry Samuel (""Mr Henry Marshall"")",Male,39.0,Second Class,S
Morley,Mr. William,Male,34.0,Third Class,S
Morrow,Mr. Thomas Rowan,Male,,Third Class,Q
Moss,Mr. Albert Johan,Male,,Third Class,S
Moubarek,Master. Gerios,Male,,Third Class,C
Moubarek,"Master. Halim Gonios (""William George"")",Male,,Third Class,C
Moussa,Mrs. (Mantoura Boulos),Female,,Third Class,C
Moutal,Mr. Rahamin Haim,Male,,Third Class,S
Mudd,Mr. Thomas Charles,Male,16.0,Second Class,S
Mullens,"Miss. Katherine ""Katie""",Female,,Third Class,Q
Murdlin,Mr. Joseph,Male,,Third Class,S
Murphy,"Miss. Katherine ""Kate""",Female,,Third Class,Q
Murphy,Miss. Margaret Jane,Female,,Third Class,Q
Myhrman,Mr. Pehr Fabian Oliver Malkolm,Male,18.0,Third Class,S
Naidenoff,Mr. Penko,Male,22.0,Third Class,S
Najib,"Miss. Adele Kiamie ""Jane""",Female,15.0,Third Class,C
Nakid,"Miss. Maria (""Mary"")",Female,1.0,Third Class,C
Nakid,Mr. Sahid,Male,20.0,Third Class,C
Nankoff,Mr. Minko,Male,,Third Class,S
Nasser,Mr. Nicholas,Male,32.5,Second Class,C
Nasser,Mrs. Nicholas (Adele Achem),Female,14.0,Second Class,C
Natsch,Mr. Charles H,Male,37.0,First Class,C
Navratil,Master. Edmond Roger,Male,2.0,Second Class,S
Navratil,Master. Michel M,Male,3.0,Second Class,S
Navratil,"Mr. Michel (""Louis M Hoffman"")",Male,36.5,Second Class,S
Nenkoff,Mr. Christo,Male,,Third Class,S
Newell,Miss. Madeleine,Female,31.0,First Class,C
Newell,Miss. Marjorie,Female,23.0,First Class,C
Newell,Mr. Arthur Webster,Male,58.0,First Class,C
Newsom,Miss. Helen Monypeny,Female,19.0,First Class,S
Nicholls,Mr. Joseph Charles,Male,19.0,Second Class,S
Nicholson,Mr. Arthur Ernest,Male,64.0,First Class,S
Nicola-Yarred,Master. Elias,Male,12.0,Third Class,C
Nicola-Yarred,Miss. Jamila,Female,14.0,Third Class,C
Nilsson,Miss. Helmina Josefina,Female,26.0,Third Class,S
Nirva,Mr. Iisakki Antino Aijo,Male,41.0,Third Class,S
Niskanen,Mr. Juha,Male,39.0,Third Class,S
Norman,Mr. Robert Douglas,Male,28.0,Second Class,S
Nosworthy,Mr. Richard Cater,Male,21.0,Third Class,S
Novel,Mr. Mansouer,Male,28.5,Third Class,C
Nye,Mrs. (Elizabeth Ramell),Female,29.0,Second Class,S
Nysten,Miss. Anna Sofia,Female,22.0,Third Class,S
Nysveen,Mr. Johan Hansen,Male,61.0,Third Class,S
O'Brien,Mr. Thomas,Male,,Third Class,Q
O'Brien,Mr. Timothy,Male,,Third Class,Q
O'Brien,"Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Female,,Third Class,Q
O'Connell,Mr. Patrick D,Male,,Third Class,Q
O'Connor,Mr. Maurice,Male,,Third Class,Q
O'Driscoll,Miss. Bridget,Female,,Third Class,Q
O'Dwyer,"Miss. Ellen ""Nellie""",Female,,Third Class,Q
O'Leary,"Miss. Hanora ""Norah""",Female,,Third Class,Q
O'Sullivan,Miss. Bridget Mary,Female,,Third Class,Q
Odahl,Mr. Nils Martin,Male,23.0,Third Class,S
Ohman,Miss. Velin,Female,22.0,Third Class,S
Olsen,Mr. Henry Margido,Male,28.0,Third Class,S
Olsen,Mr. Karl Siegwart Andreas,Male,42.0,Third Class,S
Olsen,Mr. Ole Martin,Male,,Third Class,S
Olsson,Miss. Elina,Female,31.0,Third Class,S
Olsson,Mr. Nils Johan Goransson,Male,28.0,Third Class,S
Olsvigen,Mr. Thor Anderson,Male,20.0,Third Class,S
Oreskovic,Miss. Marija,Female,20.0,Third Class,S
Oreskovic,Mr. Luka,Male,20.0,Third Class,S
Osen,Mr. Olaf Elon,Male,16.0,Third Class,S
Osman,Mrs. Mara,Female,31.0,Third Class,S
Ostby,Mr. Engelhart Cornelius,Male,65.0,First Class,C
Otter,Mr. Richard,Male,39.0,Second Class,S
Padro y Manent,Mr. Julian,Male,,Second Class,C
Pain,Dr. Alfred,Male,23.0,Second Class,S
Palsson,Master. Gosta Leonard,Male,2.0,Third Class,S
Palsson,Miss. Stina Viola,Female,3.0,Third Class,S
Palsson,Miss. Torborg Danira,Female,8.0,Third Class,S
Palsson,Mrs. Nils (Alma Cornelia Berglund),Female,29.0,Third Class,S
Panula,Master. Eino Viljami,Male,1.0,Third Class,S
Panula,Master. Juha Niilo,Male,7.0,Third Class,S
Panula,Master. Urho Abraham,Male,2.0,Third Class,S
Panula,Mr. Ernesti Arvid,Male,16.0,Third Class,S
Panula,Mr. Jaako Arnold,Male,14.0,Third Class,S
Panula,Mrs. Juha (Maria Emilia Ojala),Female,41.0,Third Class,S
Parkes,"Mr. Francis ""Frank""",Male,,Second Class,S
Parr,Mr. William Henry Marsh,Male,,First Class,S
Parrish,Mrs. (Lutie Davis),Female,50.0,Second Class,S
Partner,Mr. Austen,Male,45.5,First Class,S
Pasic,Mr. Jakob,Male,21.0,Third Class,S
Patchett,Mr. George,Male,19.0,Third Class,S
Paulner,Mr. Uscher,Male,,Third Class,C
Pavlovic,Mr. Stefo,Male,32.0,Third Class,S
Pears,Mr. Thomas Clinton,Male,29.0,First Class,S
Pears,Mrs. Thomas (Edith Wearne),Female,22.0,First Class,S
Peduzzi,Mr. Joseph,Male,,Third Class,S
Pekoniemi,Mr. Edvard,Male,21.0,Third Class,S
Penasco y Castellana,Mr. Victor de Satode,Male,18.0,First Class,C
Penasco y Castellana,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),Female,17.0,First Class,C
Pengelly,Mr. Frederick William,Male,19.0,Second Class,S
Perkin,Mr. John Henry,Male,22.0,Third Class,S
Pernot,Mr. Rene,Male,,Second Class,C
Perreault,Miss. Anne,Female,30.0,First Class,S
Persson,Mr. Ernst Ulrik,Male,25.0,Third Class,S
Peter,Miss. Anna,Female,,Third Class,C
Peter,Mrs. Catherine (Catherine Rizk),Female,,Third Class,C
Peters,Miss. Katie,Female,,Third Class,Q
Petranec,Miss. Matilda,Female,28.0,Third Class,S
Petroff,Mr. Nedelio,Male,19.0,Third Class,S
Petroff,"Mr. Pastcho (""Pentcho"")",Male,,Third Class,S
Petterson,Mr. Johan Emil,Male,25.0,Third Class,S
Pettersson,Miss. Ellen Natalia,Female,18.0,Third Class,S
Peuchen,Major. Arthur Godfrey,Male,52.0,First Class,S
Phillips,"Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,19.0,Second Class,S
Pickard,Mr. Berk (Berk Trembisky),Male,32.0,Third Class,S
Pinsky,Mrs. (Rosa),Female,32.0,Second Class,S
Plotcharsky,Mr. Vasil,Male,,Third Class,S
Ponesell,Mr. Martin,Male,34.0,Second Class,S
Porter,Mr. Walter Chamberlain,Male,47.0,First Class,S
Potter,Mrs. Thomas Jr (Lily Alexenia Wilson),Female,56.0,First Class,C
Quick,Miss. Phyllis May,Female,2.0,Second Class,S
Quick,Mrs. Frederick Charles (Jane Richards),Female,33.0,Second Class,S
Radeff,Mr. Alexander,Male,,Third Class,S
Razi,Mr. Raihed,Male,,Third Class,C
Reed,Mr. James George,Male,,Third Class,S
Reeves,Mr. David,Male,36.0,Second Class,S
Rekic,Mr. Tido,Male,38.0,Third Class,S
Renouf,Mr. Peter Henry,Male,34.0,Second Class,S
Renouf,Mrs. Peter Henry (Lillian Jefferys),Female,30.0,Second Class,S
Reuchlin,Jonkheer. John George,Male,38.0,First Class,S
Reynaldo,Ms. Encarnacion,Female,28.0,Second Class,S
Rice,Master. Arthur,Male,4.0,Third Class,Q
Rice,Master. Eric,Male,7.0,Third Class,Q
Rice,Master. Eugene,Male,2.0,Third Class,Q
Rice,Master. George Hugh,Male,8.0,Third Class,Q
Rice,Mrs. William (Margaret Norton),Female,39.0,Third Class,Q
Richard,Mr. Emile,Male,23.0,Second Class,C
Richards,Master. George Sibley,Male,0.83,Second Class,S
Richards,Master. William Rowe,Male,3.0,Second Class,S
Richards,Mrs. Sidney (Emily Hocking),Female,24.0,Second Class,S
Ridsdale,Miss. Lucy,Female,50.0,Second Class,S
Ringhini,Mr. Sante,Male,22.0,First Class,C
Rintamaki,Mr. Matti,Male,35.0,Third Class,S
Risien,Mr. Samuel Beard,Male,,Third Class,S
Robbins,Mr. Victor,Male,,First Class,C
Robert,Mrs. Edward Scott (Elisabeth Walton McMillan),Female,43.0,First Class,S
Robins,Mrs. Alexander A (Grace Charity Laury),Female,47.0,Third Class,S
Roebling,Mr. Washington Augustus II,Male,31.0,First Class,S
Rogers,Mr. William John,Male,,Third Class,S
Romaine,"Mr. Charles Hallace (""Mr C Rolmane"")",Male,45.0,First Class,S
Rommetvedt,Mr. Knud Paust,Male,,Third Class,S
Rood,Mr. Hugh Roscoe,Male,,First Class,S
Rosblom,Mr. Viktor Richard,Male,18.0,Third Class,S
Rosblom,Mrs. Viktor (Helena Wilhelmina),Female,41.0,Third Class,S
Ross,Mr. John Hugo,Male,36.0,First Class,C
Rothes,the Countess. of (Lucy Noel Martha Dyer-Edwards),Female,33.0,First Class,S
Rothschild,Mrs. Martin (Elizabeth L. Barrett),Female,54.0,First Class,C
Rouse,Mr. Richard Henry,Male,50.0,Third Class,S
Rugg,Miss. Emily,Female,21.0,Second Class,S
Rush,Mr. Alfred George John,Male,16.0,Third Class,S
Ryan,Mr. Patrick,Male,,Third Class,Q
Ryerson,Miss. Emily Borie,Female,18.0,First Class,C
Ryerson,"Miss. Susan Parker ""Suzette""",Female,21.0,First Class,C
Saad,Mr. Amin,Male,,Third Class,C
Saad,Mr. Khalil,Male,25.0,Third Class,C
Saalfeld,Mr. Adolphe,Male,,First Class,S
Sadlier,Mr. Matthew,Male,,Third Class,Q
Sage,Master. Thomas Henry,Male,,Third Class,S
Sage,Miss. Constance Gladys,Female,,Third Class,S
Sage,"Miss. Dorothy Edith ""Dolly""",Female,,Third Class,S
Sage,Miss. Stella Anna,Female,,Third Class,S
Sage,Mr. Douglas Bullen,Male,,Third Class,S
Sage,Mr. Frederick,Male,,Third Class,S
Sage,Mr. George John Jr,Male,,Third Class,S
Sagesser,Mlle. Emma,Female,24.0,First Class,C
Salkjelsvik,Miss. Anna Kristine,Female,21.0,Third Class,S
Salonen,Mr. Johan Werner,Male,39.0,Third Class,S
Samaan,Mr. Youssef,Male,,Third Class,C
Sandstrom,Miss. Marguerite Rut,Female,4.0,Third Class,S
Sandstrom,Mrs. Hjalmar (Agnes Charlotta Bengtsson),Female,24.0,Third Class,S
Saundercock,Mr. William Henry,Male,20.0,Third Class,S
Sawyer,Mr. Frederick Charles,Male,24.5,Third Class,S
Scanlan,Mr. James,Male,,Third Class,Q
Sdycoff,Mr. Todor,Male,,Third Class,S
Sedgwick,Mr. Charles Frederick Waddington,Male,25.0,Second Class,S
Serepeca,Miss. Augusta,Female,30.0,First Class,C
Seward,Mr. Frederic Kimber,Male,34.0,First Class,S
Sharp,Mr. Percival James R,Male,27.0,Second Class,S
Sheerlinck,Mr. Jan Baptist,Male,29.0,Third Class,S
Shellard,Mr. Frederick William,Male,,Third Class,S
Shelley,Mrs. William (Imanita Parrish Hall),Female,25.0,Second Class,S
Shorney,Mr. Charles Joseph,Male,,Third Class,S
Shutes,Miss. Elizabeth W,Female,40.0,First Class,S
Silven,Miss. Lyyli Karoliina,Female,18.0,Second Class,S
Silverthorne,Mr. Spencer Victor,Male,35.0,First Class,S
Silvey,Mr. William Baird,Male,50.0,First Class,S
Silvey,Mrs. William Baird (Alice Munger),Female,39.0,First Class,S
Simmons,Mr. John,Male,,Third Class,S
Simonius-Blumer,Col. Oberst Alfons,Male,56.0,First Class,C
Sinkkonen,Miss. Anna,Female,30.0,Second Class,S
Sirayanian,Mr. Orsen,Male,22.0,Third Class,C
Sirota,Mr. Maurice,Male,,Third Class,S
Sivic,Mr. Husein,Male,40.0,Third Class,S
Sivola,Mr. Antti Wilhelm,Male,21.0,Third Class,S
Sjoblom,Miss. Anna Sofia,Female,18.0,Third Class,S
Sjostedt,Mr. Ernst Adolf,Male,59.0,Second Class,S
Skoog,Master. Harald,Male,4.0,Third Class,S
Skoog,Master. Karl Thorsten,Male,10.0,Third Class,S
Skoog,Miss. Mabel,Female,9.0,Third Class,S
Skoog,Miss. Margit Elizabeth,Female,2.0,Third Class,S
Skoog,Mr. Wilhelm,Male,40.0,Third Class,S
Skoog,Mrs. William (Anna Bernhardina Karlsson),Female,45.0,Third Class,S
Slabenoff,Mr. Petco,Male,,Third Class,S
Slayter,Miss. Hilda Mary,Female,30.0,Second Class,Q
Slemen,Mr. Richard James,Male,35.0,Second Class,S
Slocovski,Mr. Selman Francis,Male,,Third Class,S
Sloper,Mr. William Thompson,Male,28.0,First Class,S
Smart,Mr. John Montgomery,Male,56.0,First Class,S
Smiljanic,Mr. Mile,Male,,Third Class,S
Smith,Miss. Marion Elsie,Female,40.0,Second Class,S
Smith,Mr. James Clinch,Male,56.0,First Class,C
Smith,Mr. Richard William,Male,,First Class,S
Smith,Mr. Thomas,Male,,Third Class,Q
Sobey,Mr. Samuel James Hayden,Male,25.0,Second Class,S
Soholt,Mr. Peter Andreas Lauritz Andersen,Male,19.0,Third Class,S
Somerton,Mr. Francis William,Male,30.0,Third Class,S
Spedden,Mrs. Frederic Oakley (Margaretta Corning Stone),Female,40.0,First Class,C
Spencer,Mrs. William Augustus (Marie Eugenie),Female,,First Class,C
Stahelin-Maeglin,Dr. Max,Male,32.0,First Class,C
Staneff,Mr. Ivan,Male,,Third Class,S
Stankovic,Mr. Ivan,Male,33.0,Third Class,C
Stanley,Miss. Amy Zillah Elsie,Female,23.0,Third Class,S
Stanley,Mr. Edward Roland,Male,21.0,Third Class,S
Stead,Mr. William Thomas,Male,62.0,First Class,S
Stephenson,Mrs. Walter Bertram (Martha Eustis),Female,52.0,First Class,C
Stewart,Mr. Albert A,Male,,First Class,C
Stone,Mrs. George Nelson (Martha Evelyn),Female,62.0,First Class,
Stoytcheff,Mr. Ilia,Male,19.0,Third Class,S
Strandberg,Miss. Ida Sofia,Female,22.0,Third Class,S
Stranden,Mr. Juho,Male,31.0,Third Class,S
Strom,Miss. Telma Matilda,Female,2.0,Third Class,S
Strom,Mrs. Wilhelm (Elna Matilda Persson),Female,29.0,Third Class,S
Sunderland,Mr. Victor Francis,Male,16.0,Third Class,S
Sundman,Mr. Johan Julian,Male,44.0,Third Class,S
Sutehall,Mr. Henry Jr,Male,25.0,Third Class,S
Sutton,Mr. Frederick,Male,61.0,First Class,S
Svensson,Mr. Johan,Male,74.0,Third Class,S
Svensson,Mr. Olof,Male,24.0,Third Class,S
Swift,Mrs. Frederick Joel (Margaret Welles Barron),Female,48.0,First Class,S
Taussig,Miss. Ruth,Female,18.0,First Class,S
Taussig,Mr. Emil,Male,52.0,First Class,S
Taussig,Mrs. Emil (Tillie Mandelbaum),Female,39.0,First Class,S
Taylor,Mr. Elmer Zebley,Male,48.0,First Class,S
Taylor,Mrs. Elmer Zebley (Juliet Cummins Wright),Female,,First Class,S
Thayer,Mr. John Borland,Male,49.0,First Class,C
Thayer,Mr. John Borland Jr,Male,17.0,First Class,C
Thayer,Mrs. John Borland (Marian Longstreth Morris),Female,39.0,First Class,C
Theobald,Mr. Thomas Leonard,Male,34.0,Third Class,S
Thomas,Master. Assad Alexander,Male,0.42,Third Class,C
Thorne,Mrs. Gertrude Maybelle,Female,,First Class,C
Thorneycroft,Mr. Percival,Male,,Third Class,S
Thorneycroft,Mrs. Percival (Florence Kate White),Female,,Third Class,S
Tikkanen,Mr. Juho,Male,32.0,Third Class,S
Tobin,Mr. Roger,Male,,Third Class,Q
Todoroff,Mr. Lalio,Male,,Third Class,S
Tomlin,Mr. Ernest Portage,Male,30.5,Third Class,S
Toomey,Miss. Ellen,Female,50.0,Second Class,S
Torber,Mr. Ernst William,Male,44.0,Third Class,S
Tornquist,Mr. William Henry,Male,25.0,Third Class,S
Toufik,Mr. Nakli,Male,,Third Class,C
Touma,Mrs. Darwis (Hanne Youssef Razi),Female,29.0,Third Class,C
Troupiansky,Mr. Moses Aaron,Male,23.0,Second Class,S
Trout,Mrs. William H (Jessie L),Female,28.0,Second Class,S
Troutt,"Miss. Edwina Celia ""Winnie""",Female,27.0,Second Class,S
Turcin,Mr. Stjepan,Male,36.0,Third Class,S
Turja,Miss. Anna Sofia,Female,18.0,Third Class,S
Turkula,Mrs. (Hedwig),Female,63.0,Third Class,S
Turpin,Mr. William John Robert,Male,29.0,Second Class,S
Turpin,Mrs. William John Robert (Dorothy Ann Wonnacott),Female,27.0,Second Class,S
Uruchurtu,Don. Manuel E,Male,40.0,First Class,C
Van Impe,Miss. Catharina,Female,10.0,Third Class,S
Van Impe,Mr. Jean Baptiste,Male,36.0,Third Class,S
Van Impe,Mrs. Jean Baptiste (Rosalie Paula Govaert),Female,30.0,Third Class,S
Van der hoef,Mr. Wyckoff,Male,61.0,First Class,S
Vande Velde,Mr. Johannes Joseph,Male,33.0,Third Class,S
Vande Walle,Mr. Nestor Cyriel,Male,28.0,Third Class,S
Vanden Steen,Mr. Leo Peter,Male,28.0,Third Class,S
Vander Cruyssen,Mr. Victor,Male,47.0,Third Class,S
Vander Planke,Miss. Augusta Maria,Female,18.0,Third Class,S
Vander Planke,Mr. Leo Edmondus,Male,16.0,Third Class,S
Vander Planke,Mrs. Julius (Emelia Maria Vandemoortele),Female,31.0,Third Class,S
Vestrom,Miss. Hulda Amanda Adolfina,Female,14.0,Third Class,S
Vovk,Mr. Janko,Male,22.0,Third Class,S
Waelens,Mr. Achille,Male,22.0,Third Class,S
Walker,Mr. William Anderson,Male,47.0,First Class,S
Ward,Miss. Anna,Female,35.0,First Class,C
Warren,Mrs. Frank Manley (Anna Sophia Atkinson),Female,60.0,First Class,C
Watson,Mr. Ennis Hastings,Male,,Second Class,S
Watt,"Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",Female,40.0,Second Class,S
Webber,Miss. Susan,Female,32.5,Second Class,S
Webber,Mr. James,Male,,Third Class,S
Weir,Col. John,Male,60.0,First Class,S
Weisz,Mrs. Leopold (Mathilde Francoise Pede),Female,29.0,Second Class,S
Wells,Miss. Joan,Female,4.0,Second Class,S
West,Miss. Constance Mirium,Female,5.0,Second Class,S
West,Mr. Edwy Arthur,Male,36.0,Second Class,S
West,Mrs. Edwy Arthur (Ada Mary Worth),Female,33.0,Second Class,S
Wheadon,Mr. Edward H,Male,66.0,Second Class,S
White,Mr. Percival Wayland,Male,54.0,First Class,S
White,Mr. Richard Frasar,Male,21.0,First Class,S
Wick,Miss. Mary Natalie,Female,31.0,First Class,S
Wick,Mrs. George Dennick (Mary Hitchcock),Female,45.0,First Class,S
Widegren,Mr. Carl/Charles Peter,Male,51.0,Third Class,S
Widener,Mr. Harry Elkins,Male,27.0,First Class,C
Wiklund,Mr. Jakob Alfred,Male,18.0,Third Class,S
Wilhelms,Mr. Charles,Male,31.0,Second Class,S
Willey,Mr. Edward,Male,,Third Class,S
Williams,Mr. Charles Duane,Male,51.0,First Class,C
Williams,Mr. Charles Eugene,Male,,Second Class,S
Williams,"Mr. Howard Hugh ""Harry""",Male,,Third Class,S
Williams,Mr. Leslie,Male,28.5,Third Class,S
Williams-Lambert,Mr. Fletcher Fellows,Male,,First Class,S
Windelov,Mr. Einar,Male,21.0,Third Class,S
Wiseman,Mr. Phillippe,Male,,Third Class,S
Woolner,Mr. Hugh,Male,,First Class,S
Wright,Mr. George,Male,62.0,First Class,S
Yasbeck,Mr. Antoni,Male,27.0,Third Class,C
Yasbeck,Mrs. Antoni (Selini Alexander),Female,15.0,Third Class,C
Young,Miss. Marie Grice,Female,36.0,First Class,C
Youseff,Mr. Gerious,Male,45.5,Third Class,C
Yousif,Mr. Wazli,Male,,Third Class,C
Yousseff,Mr. Gerious,Male,,Third Class,C
Yrois,"Miss. Henriette (""Mrs Harbeck"")",Female,24.0,Second Class,S
Zabour,Miss. Hileni,Female,14.5,Third Class,C
Zabour,Miss. Thamine,Female,,Third Class,C
Zimmerman,Mr. Leo,Male,29.0,Third Class,S
de Messemaeker,Mrs. Guillaume Joseph (Emma),Female,36.0,Third Class,S
de Mulder,Mr. Theodore,Male,30.0,Third Class,S
de Pelsmaeker,Mr. Alfons,Male,16.0,Third Class,S
del Carlo,Mr. Sebastiano,Male,29.0,Second Class,C
van Billiard,Mr. Austin Blyler,Male,40.5,Third Class,S
van Melkebeke,Mr. Philemon,Male,,Third Class,S
